4.993939393939394904e+02	2.146341463414633832e+00
5.032323232323233242e+02	2.121951219512195230e+00
5.057912457912458422e+02	2.195121951219511924e+00
5.083501683501684738e+02	2.274390243902439046e+00
5.096296296296296759e+02	2.310975609756097171e+00
5.121885521885523076e+02	2.237804878048780033e+00
5.147474747474748256e+02	2.189024390243902385e+00
5.173063973063973435e+02	2.140243902439024293e+00
5.249831649831650111e+02	2.103658536585365724e+00
5.301010101010101607e+02	2.073170731707317138e+00
5.390572390572391441e+02	2.073170731707317138e+00
5.416161616161616621e+02	2.115853658536585247e+00
5.467340067340068117e+02	2.158536585365853355e+00
5.492929292929293297e+02	2.201219512195121908e+00
5.531313131313132772e+02	2.195121951219511924e+00
5.556902356902357951e+02	2.146341463414633832e+00
5.569696969696971109e+02	2.121951219512195230e+00
5.608080808080809447e+02	2.121951219512195230e+00
5.684848484848486123e+02	2.140243902439024293e+00
5.723232323232324461e+02	2.103658536585365724e+00
5.736026936026936482e+02	2.079268292682926678e+00
5.761616161616162799e+02	2.054878048780487632e+00
